"County","city","DDP vote","KMT vote","valid vote"
"臺南市","　善化區",12211,7935,25181
"臺南市","　大內區",3353,1772,6368
"臺南市","　玉井區",3283,3664,8497
"臺南市","　楠西區",2073,2754,5785
"臺南市","　西港區",8011,3892,14678
"臺南市","　安定區",9035,5208,17659
"臺南市","　新市區",8381,5809,20094
"臺南市","　山上區",2167,1460,4537
"臺南市","　新化區",11092,9393,25289
"臺南市","　左鎮區",1548,1026,3116
"臺南市","　南化區",1946,2084,4961
"臺南市","　安南區",49095,32246,101344
"臺南市","　北區",30192,31428,77821
"臺南市","　中西區",18555,17638,46868
"臺南市","　安平區",13332,13719,34403
"臺南市","　南區",32850,27394,76585
"臺南市","　東區",37507,47637,107987
"臺南市","　永康區",52708,48311,124932
"臺南市","　仁德區",19434,15729,43007
"臺南市","　歸仁區",19200,12577,38211
"臺南市","　關廟區",11049,7104,21946
"臺南市","　龍崎區",1317,990,2765
"臺東縣","　臺東市",14262,30260,53434
"臺東縣","　成功鎮",1186,4422,6599
"臺東縣","　關山鎮",980,2661,4355
"臺東縣","　卑南鄉",2530,4831,8861
"臺東縣","　鹿野鄉",1152,2134,3964
"臺東縣","　池上鄉",1109,2271,4006
"臺東縣","　東河鄉",905,2530,4058
"臺東縣","　長濱鄉",601,2125,3185
"臺東縣","　太麻里鄉",1504,3314,5719
"臺東縣","　大武鄉",509,1800,2733
"臺東縣","　綠島鄉",168,948,1327
"臺東縣","　海端鄉",95,1369,1650
"臺東縣","　延平鄉",125,1173,1469
"臺東縣","　金峰鄉",71,1511,1745
"臺東縣","　達仁鄉",139,1404,1733
"臺東縣","　蘭嶼鄉",109,511,1303
"花蓮縣","　花蓮市",12001,32780,55001
"花蓮縣","　新城鄉",1972,6380,10150
"花蓮縣","　秀林鄉",692,4699,6519
"花蓮縣","　吉安鄉",9338,24883,41761
"花蓮縣","　壽豐鄉",2197,5669,9498
"花蓮縣","　鳳林鎮",1313,3669,6047
"花蓮縣","　光復鄉",1141,4419,6609
"花蓮縣","　豐濱鄉",236,1419,2008
"花蓮縣","　萬榮鄉",206,2024,2613
"花蓮縣","　瑞穗鄉",1222,3538,5707
"花蓮縣","　玉里鎮",2356,7053,11483
"花蓮縣","　富里鄉",1041,2999,4916
"花蓮縣","　卓溪鄉",140,1955,2382
"苗栗縣","　竹南鎮",12646,22188,44534
"苗栗縣","　造橋鄉",1624,4699,8039
"苗栗縣","　後龍鎮",6505,10211,20856
"苗栗縣","　西湖鄉",833,2836,4595
"苗栗縣","　通霄鎮",7505,9420,21094
"苗栗縣","　銅鑼鄉",2176,6568,11106
"苗栗縣","　苑裡鎮",10875,10504,26592
"苗栗縣","　三義鄉",2105,5846,10273
"苗栗縣","　頭份鎮",11104,33911,55069
"苗栗縣","　三灣鄉",898,2592,4383
"苗栗縣","　南庄鄉",1078,3852,6115
"苗栗縣","　苗栗市",9848,31224,52619
"苗栗縣","　頭屋鄉",1317,4199,7062
"苗栗縣","　獅潭鄉",543,1698,2912
"苗栗縣","　公館鄉",4054,9886,19688
"苗栗縣","　大湖鄉",1684,4474,8685
"苗栗縣","　泰安鄉",332,2044,3193
"苗栗縣","　卓蘭鎮",3758,4132,10630
"連江縣","　南竿鄉",183,2094,3013
"連江縣","　北竿鄉",36,600,905
"連江縣","　莒光鄉",29,373,531
"連江縣","　東引鄉",36,411,605
"金門縣","　金城鎮",813,9798,12811
"金門縣","　金寧鄉",544,5534,7279
"金門縣","　烈嶼鄉",131,2532,3179
"金門縣","　烏坵鄉",6,82,98
"金門縣","　金湖鎮",555,6618,8595
"金門縣","　金沙鎮",237,4791,5950
"雲林縣","　麥寮鄉",6227,7885,17325
"雲林縣","　臺西鄉",4356,5482,12198
"雲林縣","　東勢鄉",3512,3149,8212
"雲林縣","　褒忠鄉",3097,2834,7381
"雲林縣","　土庫鎮",6571,5494,16085
"雲林縣","　虎尾鎮",13779,16287,37584
"雲林縣","　四湖鄉",5467,4426,12146
"雲林縣","　元長鄉",6901,4662,14615
"雲林縣","　口湖鄉",7237,4253,14548
"雲林縣","　水林鄉",8197,3457,14666
"雲林縣","　北港鎮",10746,7270,22836
"雲林縣","　崙背鄉",6476,4852,13946
"雲林縣","　二崙鄉",8591,4083,15844
"雲林縣","　西螺鎮",12567,8014,25527
"雲林縣","　莿桐鄉",8638,5198,17032
"雲林縣","　林內鄉",4533,4251,10855
"雲林縣","　斗六市",20972,26197,58218
"雲林縣","　大埤鄉",5477,3887,11443
"雲林縣","　斗南鎮",10846,10374,26094
"雲林縣","　古坑鄉",8519,6154,18130
"高雄市","　桃源區",216,1375,1868
"高雄市","　那瑪夏區",220,961,1340
"高雄市","　甲仙區",1394,1650,3717
"高雄市","　六龜區",3242,2727,7568
"高雄市","　杉林區",2706,2696,6640
"高雄市","　內門區",4046,3609,9271
"高雄市","　旗山區",10126,8355,23191
"高雄市","　美濃區",9640,10368,24930
"高雄市","　茂林區",81,732,902
"高雄市","　阿蓮區",8244,5551,17382
"高雄市","　田寮區",2680,1419,5203
"高雄市","　燕巢區",8000,6793,18633
"高雄市","　大社區",9062,6575,20267
"高雄市","　大樹區",12272,8553,26485
"高雄市","　茄萣區",7839,6043,17980
"高雄市","　湖內區",7624,6025,17384
"高雄市","　路竹區",12958,12101,31036
"高雄市","　永安區",3301,3176,8376
"高雄市","　岡山區",21709,23553,57599
"高雄市","　彌陀區",4911,4863,12473
"高雄市","　梓官區",10158,7294,22729
"高雄市","　橋頭區",10917,7262,23367
"高雄市","　楠梓區",36849,42274,99865
"高雄市","　左營區",34077,52104,109073
"高雄市","　仁武區",19194,14371,43759
"高雄市","　鳥松區",10326,9989,26757
"高雄市","　大寮區",27545,22481,63524
"高雄市","　林園區",17868,12208,38724
"高雄市","　鼓山區",26997,33257,78005
"高雄市","　鹽埕區",6406,6046,16680
"高雄市","　旗津區",7423,4956,16713
"高雄市","　三民區",80912,80539,209622
"高雄市","　前金區",6256,7303,18011
"高雄市","　新興區",11927,13395,33581
"高雄市","　苓雅區",39524,46405,111866
"高雄市","　前鎮區",45310,45056,119108
"高雄市","　鳳山區",73625,82880,201890
"高雄市","　小港區",34573,32086,87962
